"","V1","V2","V3","V4","V5"
"1",0.0143369033789635,0.086636075494647,0.056302565392828,0.0657859017294884,0.041780633386898
"2",0.0598310374333859,0.0931443015451431,0.0476228482073784,0.0476216524189949,0.0207555679318428
"3",0.0436804830746651,0.0295270232825597,0.0525358678277492,0.0233009715313435,0.0573878959216595
"4",0.0346569439980507,0.0394003216958523,0.0241522160597325,0.0216864359962463,0.0357175972324371
"5",0.0142003752187252,0.0400223847099066,0.0319519169777155,0.00131118218340876,0.0300072535110474
"6",0.0217904280626297,0.0258495739117463,0.00661772455954556,0.00352369344420436,0.00431830303830306
"7",0.0139506361722946,0.0207064963808945,0.0168546325601101,0.0296924915089607,0.0208975052875451
"8",0.0110599252999246,0.0123577213952064,0.00939171860545878,0.0316536823885918,0.00335277628555295
"9",0.0269682693878386,0.0288904228405581,0.011830924088637,0.0176282549776395,0.0504966587270074
"10",0.0236117654390812,0.0148602535589695,0.0192004347080469,0.0257994746132851,0.0163594021156788
"11",0.016969823419909,0.0264072918338385,0.0209414361433983,0.020504453971464,0.0113536911291361
"12",0.0289743642948687,0.0112442973962923,0.0221509159503997,0.0276718414677461,0.0270974363086145
"13",0.00829037563235761,0.0104131058821935,0.0325130292712102,0.00412978151017337,0.0373251318945225
"14",0.0228011341356686,0.017984559917157,0.00144333284597059,0.016421615698576,0.0254104477487564
"15",0.0172085520638466,0.0264614970708609,0.0116648080190182,0.0176111163458665,0.00420507263657251
"16",0.00229087673957792,0.0185974079174995,0.00599231755909919,0.00976042119594663,0.00702289127421379
"17",0.0177302005631391,0.00268038485161418,0.00632276741080987,0.0138134976284743,0.0207140253493674
"18",0.00587527735996245,0.0219599631508191,0.043925968777744,0.00324145350307621,0.014360566483283
"19",0.0127080425727417,0.0169496801685541,0.0124616833602955,0.00454576231979319,0.00754336376052908
"20",0.00695981948323247,0.0280437250727475,0.00862781592137216,0.0192577896213055,0.00497357615700365
