"","V1","V2","V3","V4","V5"
"1",2.683,2.569,2.474,2.643,1.72499999999999
"2",3.408,3.375,3.235,3.69,2.105
"3",3.97399999999999,3.99199999999999,3.964,3.988,2.19199999999998
"4",5.51499999999999,5.24299999999999,5.35399999999998,5.667,2.39699999999999
"5",4.315,5.43000000000001,4.55000000000001,5.01100000000002,2.39400000000001
"6",4.43400000000003,4.46600000000001,4.32400000000001,4.38499999999999,2.37
"7",5.125,5.09800000000001,5.81299999999999,5.214,2.589
"8",5.81700000000001,5.64099999999996,6.45800000000008,6.41699999999992,4.56399999999996
"9",6.58800000000008,6.47799999999995,7.91800000000001,6.52199999999993,2.88100000000009
"10",6.33400000000006,6.35399999999993,6.072,5.48199999999997,2.76400000000001
"11",6.40499999999997,5.86799999999994,5.84199999999998,6.27100000000007,3.09699999999998
"12",6.673,8.10500000000002,9.00400000000002,6.88599999999997,3.14600000000007
"13",6.90199999999993,6.95699999999999,6.48399999999992,6.822,3.74199999999996
"14",6.42899999999997,6.23599999999999,6.45299999999997,6.11300000000006,3.26299999999992
"15",6.52700000000004,6.98899999999981,7.38200000000006,6.77499999999986,3.19000000000005
"16",5.76400000000012,5.63999999999987,5.60000000000014,5.55499999999984,3.02999999999997
"17",6.15200000000004,5.95700000000011,5.12999999999988,5.81099999999992,2.99300000000017
"18",6.56099999999992,6.88100000000009,6.65300000000002,6.51700000000005,2.94799999999987
"19",7.23900000000003,7.15499999999997,6.87799999999993,7.4380000000001,3.10599999999999
"20",6.65900000000011,6.37699999999995,5.75,5.827,3.14900000000011
