"","V1","V2","V3","V4","V5"
"1",0.0745163826288223,0.125115564780426,0.0417485401382446,0.0690655712707519,0.0212992
"2",0.0534179507539749,0.01306236984272,0.0450218553668976,0.0253368296369552,0.0434967169246674
"3",0.0909198151779175,0.0604678732458115,0.0208323,0.034822537493515,0.0492716265645981
"4",0.0106609961406708,0.00825194441757204,0.0439307283950806,0.0250085636510849,0.0265115208152771
"5",0.0516093550329208,0.0535400908603668,0.0330246582588196,0.0208049,0.0109261941762924
"6",0.0128301445808411,0.0125105680189133,0.0293494701860428,0.0259183110311508,0.000844609340667712
"7",0.0360418518543243,0.00350178081474303,0.0250179253364563,0.0200904404073715,0.0377727125495911
"8",0.011494519568634,0.0164107115242004,0.063789074581337,0.0260775224739075,0.0334115898342133
"9",0.00592218280487061,0.0215316057596207,0.0402153490972519,0.058113041137886,0.0334137926151276
"10",0.0137440290382385,0.0193535486539841,0.0178759469274521,0.0323023672634125,0.0139883934259415
"11",0.0102102626544952,0.0154672638570786,0.0263815321651459,0.0231856322818756,0.0314162602697372
"12",0.0199544698467255,0.0382680590248108,0.0169771797929764,0.0218885801836014,0.0315876794239044
"13",0.0265337528299332,0.02498919562397,0.0203401948947906,0.0230688369552612,0.0111006572689056
"14",0.0116402228752136,0.0113904898206711,0.0375910189216614,0.0202202205583572,0.00227171389102937
"15",0.0064578994628906,0.0168572074962616,0.0132491817033768,0.0275858277233124,0.0196896290267944
"16",0.02602947920475,0.0158207964069366,0.0171778891527176,0.0121538720043183,0.0284027489746094
"17",0.0139162577672958,0.0179120596055984,0.0111413348228455,0.0154318815826416,0.00768402254219056
"18",0.0133689265127182,0.0172118497867584,0.0151969324085235,0.0142930873458862,0.0245281312387466
"19",0.0269954879756928,0.0325293388839722,0.0309261801013947,0.0411221999010086,0.00612084610691069
"20",0.0307573231370926,0.0118917272886276,0.0159164629821777,0.018170417796135,0.0168368868850708
