"","V1","V2","V3","V4","V5"
"1",0.219000000000001,0.213000000000001,0.192,0.295999999999999,0.164999999999999
"2",0.129999999999995,0.15100000000001,0.150000000000006,0.536999999999992,0.0789999999999935
"3",0.188000000000017,0.175999999999988,0.153999999999996,0.174000000000007,0.213999999999999
"4",0.418000000000006,0.527999999999992,0.381,0.319999999999993,0.257000000000005
"5",0.192000000000007,0.454000000000008,0.203999999999951,0.322000000000003,0.117999999999995
"6",0.235000000000014,0.197999999999979,0.189000000000021,0.19599999999997,0.0960000000000036
"7",0.253000000000043,0.322999999999979,0.289999999999964,0.307000000000016,0.11099999999999
"8",0.262000000000057,0.295000000000073,0.252999999999929,0.358999999999924,0.379000000000019
"9",0.370000000000005,0.280999999999949,0.717999999999961,0.273000000000025,0.120000000000005
"10",0.298999999999978,0.451999999999998,0.628000000000043,0.302000000000021,0.117999999999938
"11",0.261000000000081,0.240999999999985,0.27800000000002,0.345000000000027,0.130999999999972
"12",0.359000000000037,0.357999999999947,0.949000000000069,0.407000000000039,0.134999999999991
"13",0.543000000000006,0.532000000000039,0.295000000000073,0.317000000000007,0.144999999999982
"14",0.490999999999985,0.324999999999932,0.259999999999991,0.278999999999996,0.149000000000115
"15",0.329999999999927,0.454000000000178,0.384000000000015,0.724999999999909,0.136999999999944
"16",0.282999999999902,0.232999999999947,0.384000000000015,0.236000000000104,0.1400000000001
"17",0.432999999999993,0.312999999999874,0.295000000000073,0.337999999999965,0.134999999999991
"18",0.30399999999986,0.485000000000127,0.379999999999882,0.311999999999898,0.134000000000015
"19",0.330999999999904,0.348999999999933,0.370000000000118,0.356999999999971,0.141000000000076
"20",0.317999999999984,0.288999999999987,0.287000000000035,0.408999999999878,0.155999999999949
