"","V1","V2","V3","V4","V5"
"1",0.0194452499301988,0.0872863289643986,0.0877132848211249,0.101031716065035,0.116858632066737
"2",0.200987076013354,0.255512750684157,0.0436340821212706,0.0272332617360875,0.302544311542699
"3",0.0914937669491617,0.0075522728172731,0.197947425179905,0.0511260438788622,0.0594670978889321
"4",0.0707511304444303,0.0411961714028967,0.0807758948555032,0.0263375545995616,0.0645541256685278
"5",0.03219280084382,0.0698265540700537,0.0820853342829134,0.081877265232538,0.0294982396699981
"6",0.0476170760104757,0.066420276694581,0.236103761488741,0.237706678026382,0.0726900568422642
"7",0.0665625452638347,0.0555043292880046,0.0722871261610252,0.152169954000657,0.263298085811895
"8",0.104151187205602,0.0456179443672216,0.0156632776505511,0.0538445932412913,0.191982140163936
"9",0.0949681567103156,0.270444518080659,0.0148944523019007,0.0458680825385211,0.0116722598825117
"10",0.0723853854799049,0.0435284089164033,0.0474549062232915,0.0704616564001333,0.0312376882694031
"11",0.0380977717211391,0.108977742681358,0.163090433208878,0.0524949286888269,0.0381314121778277
"12",0.0831469575954612,0.0475993881915077,0.0355224973111767,0.0220230237464294,0.0404836180527379
"13",0.0565041613471721,0.0852881431950398,0.0280407920317001,0.0348996310056499,0.0693109252020433
"14",0.0334723226772683,0.0217515967579852,0.0730210441881687,0.0344237406249982,0.0641565982300656
"15",0.161435027066346,0.0459744372986615,0.0386502179028522,0.0319904383838153,0.0358973144021865
"16",0.0373149253241953,0.0272300088824896,0.0153805174292022,0.0378374277577633,0.0274344908282699
"17",0.0467153970843223,0.0351622709394094,0.0746304486840698,0.0485429834044795,0.0443242037736404
"18",0.254853081088003,0.037760532472794,0.0369223730251365,0.0578526150833614,0.0822817086454783
"19",0.0548467300631337,0.049409387171357,0.0383825168912007,0.0159239387364324,0.0199031356049917
"20",0.0563200449521378,0.043951695106695,0.156964020000103,0.065389896999008,0.0218999202343834
